time,open,high,low,close
1950-06-06,94.12,94.12,94.12,94.12
1950-06-07,93.39,93.39,93.39,93.39
1950-06-08,92.74,92.74,92.74,92.74
1950-06-09,92.28,92.28,92.28,92.28
1950-06-12,91.47,91.47,91.47,91.47
1950-06-13,90.22,90.22,90.22,90.22
1950-06-14,89.08,89.08,89.08,89.08
1950-06-15,89.22,89.22,89.22,89.22
1950-06-16,89.86,89.86,89.86,89.86
1950-06-19,88.9,88.9,88.9,88.9
1950-06-20,88.9,88.9,88.9,88.9
1950-06-21,89.89,89.89,89.89,89.89
1950-06-22,90.03,90.03,90.03,90.03
1950-06-23,90.59,90.59,90.59,90.59
1950-06-26,92.75,92.75,92.75,92.75
1950-06-27,90.84,90.84,90.84,90.84
1950-06-28,90.16,90.16,90.16,90.16
1950-06-29,88.95,88.95,88.95,88.95
1950-06-30,86.17,86.17,86.17,86.17
1950-07-03,85.65,85.65,85.65,85.65
1950-07-04,85.84,85.84,85.84,85.84
1950-07-05,85.41,85.41,85.41,85.41
1950-07-06,85.25,85.25,85.25,85.25
1950-07-07,85.6,85.6,85.6,85.6
1950-07-10,86.04,86.04,86.04,86.04
1950-07-11,89.26,89.26,89.26,89.26
1950-07-12,93.54,93.54,93.54,93.54
1950-07-13,94.8,94.8,94.8,94.8
1950-07-14,98.4,98.4,98.4,98.4
1950-07-17,109.34,109.34,109.34,109.34
1950-07-18,104.86,104.86,104.86,104.86
1950-07-19,103.21,103.21,103.21,103.21
1950-07-20,103.14,103.14,103.14,103.14
1950-07-21,101.58,101.58,101.58,101.58
1950-07-24,103.16,103.16,103.16,103.16
1950-07-25,103.07,103.07,103.07,103.07
1950-07-26,102.23,102.23,102.23,102.23
1950-07-27,100.88,100.88,100.88,100.88
1950-07-28,100.24,100.24,100.24,100.24
1950-07-31,97.59,97.59,97.59,97.59
1950-08-01,99.51,99.51,99.51,99.51
1950-08-02,99.11,99.11,99.11,99.11
1950-08-03,99.1,99.1,99.1,99.1
1950-08-04,100.52,100.52,100.52,100.52
1950-08-07,103.16,103.16,103.16,103.16
1950-08-08,103.49,103.49,103.49,103.49
1950-08-09,103.04,103.04,103.04,103.04
1950-08-10,103.78,103.78,103.78,103.78
1950-08-11,105.26,105.26,105.26,105.26
1950-08-14,105.33,105.33,105.33,105.33
1950-08-15,106.24,106.24,106.24,106.24
1950-08-16,108.02,108.02,108.02,108.02
1950-08-17,110.15,110.15,110.15,110.15
1950-08-18,112.58,112.58,112.58,112.58
1950-08-21,114.99,114.99,114.99,114.99
1950-08-22,114.82,114.82,114.82,114.82
1950-08-23,114.36,114.36,114.36,114.36
1950-08-24,112.44,112.44,112.44,112.44
1950-08-25,111.39,111.39,111.39,111.39
1950-08-28,112.06,112.06,112.06,112.06
1950-08-29,113.24,113.24,113.24,113.24
1950-08-30,114.59,114.59,114.59,114.59
1950-08-31,114.55,114.55,114.55,114.55
1950-09-01,113.46,113.46,113.46,113.46
1950-09-04,111.25,111.25,111.25,111.25
1950-09-05,111.48,111.48,111.48,111.48
1950-09-06,112.06,112.06,112.06,112.06
1950-09-07,110.82,110.82,110.82,110.82
1950-09-08,108.39,108.39,108.39,108.39
1950-09-11,108.26,108.26,108.26,108.26
1950-09-12,108.23,108.23,108.23,108.23
1950-09-13,108.52,108.52,108.52,108.52
1950-09-14,109.48,109.48,109.48,109.48
1950-09-15,110.35,110.35,110.35,110.35
1950-09-18,109.28,109.28,109.28,109.28
1950-09-19,108.46,108.46,108.46,108.46
1950-09-20,107.24,107.24,107.24,107.24
1950-09-21,108.22,108.22,108.22,108.22
1950-09-22,107.22,107.22,107.22,107.22
1950-09-25,104.95,104.95,104.95,104.95
1950-09-26,105.52,105.52,105.52,105.52
1950-09-27,105.41,105.41,105.41,105.41
1950-09-28,103.81,103.81,103.81,103.81
1950-09-29,103.58,103.58,103.58,103.58
1950-10-02,103.52,103.52,103.52,103.52
1950-10-03,103.65,103.65,103.65,103.65
1950-10-04,105.44,105.44,105.44,105.44
1950-10-05,107.28,107.28,107.28,107.28
1950-10-06,106.54,106.54,106.54,106.54
1950-10-09,105.95,105.95,105.95,105.95
1950-10-10,106.21,106.21,106.21,106.21
1950-10-11,106.78,106.78,106.78,106.78
1950-10-12,105.99,105.99,105.99,105.99
1950-10-13,106.5,106.5,106.5,106.5
1950-10-16,107.23,107.23,107.23,107.23
1950-10-17,106.72,106.72,106.72,106.72
1950-10-18,107.25,107.25,107.25,107.25
1950-10-19,107.44,107.44,107.44,107.44
1950-10-20,106.78,106.78,106.78,106.78
1950-10-23,106.35,106.35,106.35,106.35
1950-10-24,105.97,105.97,105.97,105.97
1950-10-25,106.15,106.15,106.15,106.15
1950-10-26,106.33,106.33,106.33,106.33
1950-10-27,105.88,105.88,105.88,105.88
1950-10-30,105.39,105.39,105.39,105.39
1950-10-31,106.16,106.16,106.16,106.16
1950-11-01,108.55,108.55,108.55,108.55
1950-11-02,111.02,111.02,111.02,111.02
1950-11-06,111.21,111.21,111.21,111.21
1950-11-07,110.55,110.55,110.55,110.55
1950-11-08,109.49,109.49,109.49,109.49
1950-11-09,109.49,109.49,109.49,109.49
1950-11-10,110.14,110.14,110.14,110.14
1950-11-13,110.5,110.5,110.5,110.5
1950-11-14,111.26,111.26,111.26,111.26
1950-11-15,110.64,110.64,110.64,110.64
1950-11-16,111.08,111.08,111.08,111.08
1950-11-17,111.42,111.42,111.42,111.42
1950-11-20,110.31,110.31,110.31,110.31
1950-11-21,109.96,109.96,109.96,109.96
1950-11-22,109.91,109.91,109.91,109.91
1950-11-24,109.97,109.97,109.97,109.97
1950-11-27,112.93,112.93,112.93,112.93
1950-11-28,112.23,112.23,112.23,112.23
1950-11-29,111.75,111.75,111.75,111.75
1950-11-30,109.75,109.75,109.75,109.75
1950-12-01,110.05,110.05,110.05,110.05
1950-12-04,107.03,107.03,107.03,107.03
1950-12-05,106.43,106.43,106.43,106.43
1950-12-06,106.58,106.58,106.58,106.58
1950-12-07,105.94,105.94,105.94,105.94
1950-12-08,103.62,103.62,103.62,103.62
1950-12-11,103.78,103.78,103.78,103.78
1950-12-12,102.55,102.55,102.55,102.55
1950-12-13,101.04,101.04,101.04,101.04
1950-12-14,101.15,101.15,101.15,101.15
1950-12-15,101.58,101.58,101.58,101.58
1950-12-18,101.42,101.42,101.42,101.42
1950-12-19,100.76,100.76,100.76,100.76
1950-12-20,100.84,100.84,100.84,100.84
1950-12-21,99.49,99.49,99.49,99.49
1950-12-22,98.27,98.27,98.27,98.27
1950-12-25,100.42,100.42,100.42,100.42
1950-12-26,101.03,101.03,101.03,101.03
1950-12-27,101.21,101.21,101.21,101.21
1950-12-28,101.91,101.91,101.91,101.91
1951-01-04,102.1,102.1,102.1,102.1
1951-01-05,102.81,102.81,102.81,102.81
1951-01-08,104.9,104.9,104.9,104.9
1951-01-09,106.36,106.36,106.36,106.36
1951-01-10,105.79,105.79,105.79,105.79
1951-01-11,106.54,106.54,106.54,106.54
1951-01-12,108.76,108.76,108.76,108.76
1951-01-16,109.29,109.29,109.29,109.29
1951-01-17,108.8,108.8,108.8,108.8
1951-01-18,109.23,109.23,109.23,109.23
1951-01-19,108.86,108.86,108.86,108.86
1951-01-22,108.22,108.22,108.22,108.22
1951-01-23,110.13,110.13,110.13,110.13
1951-01-24,110.47,110.47,110.47,110.47
1951-01-25,111.08,111.08,111.08,111.08
1951-01-26,110.36,110.36,110.36,110.36
1951-01-29,110.56,110.56,110.56,110.56
1951-01-30,112.59,112.59,112.59,112.59
1951-01-31,115.43,115.43,115.43,115.43
1951-02-01,115,115,115,115
1951-02-02,117.01,117.01,117.01,117.01
1951-02-05,119.43,119.43,119.43,119.43
1951-02-06,119.24,119.24,119.24,119.24
1951-02-07,120.47,120.47,120.47,120.47
1951-02-08,120.1,120.1,120.1,120.1
1951-02-09,118.23,118.23,118.23,118.23
1951-02-12,119.1,119.1,119.1,119.1
1951-02-13,119.49,119.49,119.49,119.49
1951-02-14,118.31,118.31,118.31,118.31
1951-02-16,118.24,118.24,118.24,118.24
1951-02-19,119.8,119.8,119.8,119.8
1951-02-20,119.56,119.56,119.56,119.56
1951-02-21,119.15,119.15,119.15,119.15
1951-02-22,119.86,119.86,119.86,119.86
1951-02-23,121.88,121.88,121.88,121.88
1951-02-26,120.75,120.75,120.75,120.75
1951-02-27,120.9,120.9,120.9,120.9
1951-02-28,121.84,121.84,121.84,121.84
1951-03-01,122.71,122.71,122.71,122.71
1951-03-02,123.93,123.93,123.93,123.93
1951-03-05,127.89,127.89,127.89,127.89
1951-03-06,126.89,126.89,126.89,126.89
1951-03-07,128.9,128.9,128.9,128.9
1951-03-08,130.55,130.55,130.55,130.55
1951-03-09,129.9,129.9,129.9,129.9
1951-03-12,130.14,130.14,130.14,130.14
1951-03-13,131.67,131.67,131.67,131.67
1951-03-14,132.5,132.5,132.5,132.5
1951-03-15,132.91,132.91,132.91,132.91
1951-03-16,132.97,132.97,132.97,132.97
1951-03-19,129.75,129.75,129.75,129.75
1951-03-20,127.81,127.81,127.81,127.81
1951-03-22,125.72,125.72,125.72,125.72
1951-03-23,125.95,125.95,125.95,125.95
1951-03-26,125.44,125.44,125.44,125.44
1951-03-27,125.07,125.07,125.07,125.07
1951-03-28,125.76,125.76,125.76,125.76
1951-03-29,123.1,123.1,123.1,123.1
1951-03-30,123.32,123.32,123.32,123.32
1951-04-02,124.87,124.87,124.87,124.87
1951-04-03,123.78,123.78,123.78,123.78
1951-04-04,122.75,122.75,122.75,122.75
1951-04-05,122,122,122,122
1951-04-06,122.1,122.1,122.1,122.1
1951-04-09,121.64,121.64,121.64,121.64
1951-04-10,122.16,122.16,122.16,122.16
1951-04-11,122.07,122.07,122.07,122.07
1951-04-12,119.4,119.4,119.4,119.4
1951-04-13,117.54,117.54,117.54,117.54
1951-04-16,119.03,119.03,119.03,119.03
1951-04-17,119.22,119.22,119.22,119.22
1951-04-18,121.02,121.02,121.02,121.02
1951-04-19,122.87,122.87,122.87,122.87
1951-04-20,121.94,121.94,121.94,121.94
1951-04-23,121,121,121,121
1951-04-24,122.41,122.41,122.41,122.41
1951-04-25,123.02,123.02,123.02,123.02
1951-04-26,122.81,122.81,122.81,122.81
1951-04-27,121.5,121.5,121.5,121.5
1951-04-30,120.82,120.82,120.82,120.82
1951-05-01,121.11,121.11,121.11,121.11
1951-05-02,122.71,122.71,122.71,122.71
1951-05-04,123.2,123.2,123.2,123.2
1951-05-07,123.71,123.71,123.71,123.71
1951-05-08,124.54,124.54,124.54,124.54
1951-05-09,124.49,124.49,124.49,124.49
1951-05-10,124.17,124.17,124.17,124.17
1951-05-11,123.67,123.67,123.67,123.67
1951-05-14,123.63,123.63,123.63,123.63
1951-05-15,123.19,123.19,123.19,123.19
1951-05-16,123.73,123.73,123.73,123.73
1951-05-17,123.98,123.98,123.98,123.98
1951-05-18,124.66,124.66,124.66,124.66
1951-05-21,125.95,125.95,125.95,125.95
1951-05-22,126.32,126.32,126.32,126.32
1951-05-23,126.22,126.22,126.22,126.22
1951-05-24,125.11,125.11,125.11,125.11
1951-05-25,125.4,125.4,125.4,125.4
1951-05-28,126.08,126.08,126.08,126.08
1951-05-29,125.53,125.53,125.53,125.53
1951-05-30,125.71,125.71,125.71,125.71
1951-05-31,127.23,127.23,127.23,127.23
1951-06-01,127.32,127.32,127.32,127.32
1951-06-04,129.34,129.34,129.34,129.34
1951-06-05,132.47,132.47,132.47,132.47
1951-06-06,132.08,132.08,132.08,132.08
1951-06-07,131.46,131.46,131.46,131.46
1951-06-08,132.55,132.55,132.55,132.55
1951-06-11,135.14,135.14,135.14,135.14
1951-06-12,134.95,134.95,134.95,134.95
1951-06-13,135.71,135.71,135.71,135.71
1951-06-14,136.29,136.29,136.29,136.29
1951-06-15,136.42,136.42,136.42,136.42
1951-06-18,134.13,134.13,134.13,134.13
1951-06-19,132.36,132.36,132.36,132.36
1951-06-20,132.86,132.86,132.86,132.86
1951-06-21,133.14,133.14,133.14,133.14
1951-06-22,133.65,133.65,133.65,133.65
1951-06-25,132.73,132.73,132.73,132.73
1951-06-26,131.45,131.45,131.45,131.45
1951-06-27,130.3,130.3,130.3,130.3
1951-06-28,130.59,130.59,130.59,130.59
1951-06-29,130.73,130.73,130.73,130.73
1951-07-02,126.22,126.22,126.22,126.22
1951-07-03,124.48,124.48,124.48,124.48
1951-07-04,127.93,127.93,127.93,127.93
1951-07-05,128.5,128.5,128.5,128.5
1951-07-06,127.94,127.94,127.94,127.94
1951-07-09,127.52,127.52,127.52,127.52
1951-07-10,127.2,127.2,127.2,127.2
1951-07-11,128,128,128,128
1951-07-12,127.7,127.7,127.7,127.7
1951-07-13,128.33,128.33,128.33,128.33
1951-07-16,129.91,129.91,129.91,129.91
1951-07-17,130.63,130.63,130.63,130.63
1951-07-18,132.46,132.46,132.46,132.46
1951-07-19,133.23,133.23,133.23,133.23
1951-07-20,132.91,132.91,132.91,132.91
1951-07-23,132.29,132.29,132.29,132.29
1951-07-24,132.08,132.08,132.08,132.08
1951-07-25,132.99,132.99,132.99,132.99
1951-07-26,132.98,132.98,132.98,132.98
1951-07-27,133.01,133.01,133.01,133.01
1951-07-30,134.25,134.25,134.25,134.25
1951-07-31,135.89,135.89,135.89,135.89
1951-08-01,136.23,136.23,136.23,136.23
1951-08-02,137.72,137.72,137.72,137.72
1951-08-03,139.44,139.44,139.44,139.44
1951-08-06,140.69,140.69,140.69,140.69
1951-08-07,138.34,138.34,138.34,138.34
1951-08-08,137.76,137.76,137.76,137.76
1951-08-09,137.75,137.75,137.75,137.75
1951-08-10,137.14,137.14,137.14,137.14
1951-08-13,137.85,137.85,137.85,137.85
1951-08-14,137.45,137.45,137.45,137.45
1951-08-15,137.21,137.21,137.21,137.21
1951-08-16,137.09,137.09,137.09,137.09
1951-08-17,137.38,137.38,137.38,137.38
1951-08-20,137.46,137.46,137.46,137.46
1951-08-21,138.04,138.04,138.04,138.04
1951-08-22,139.31,139.31,139.31,139.31
1951-08-23,140.81,140.81,140.81,140.81
1951-08-24,140.14,140.14,140.14,140.14
1951-08-27,142.82,142.82,142.82,142.82
1951-08-28,143.29,143.29,143.29,143.29
1951-08-29,143.14,143.14,143.14,143.14
1951-08-30,144.04,144.04,144.04,144.04
1951-08-31,145.3,145.3,145.3,145.3
1951-09-03,146.42,146.42,146.42,146.42
1951-09-04,144.68,144.68,144.68,144.68
1951-09-05,144.46,144.46,144.46,144.46
1951-09-06,144.6,144.6,144.6,144.6
1951-09-07,145.49,145.49,145.49,145.49
1951-09-10,145.99,145.99,145.99,145.99
1951-09-11,146.15,146.15,146.15,146.15
1951-09-12,146.39,146.39,146.39,146.39
1951-09-13,146.08,146.08,146.08,146.08
1951-09-14,146.72,146.72,146.72,146.72
1951-09-17,145.43,145.43,145.43,145.43
1951-09-18,143.61,143.61,143.61,143.61
1951-09-19,144.33,144.33,144.33,144.33
1951-09-20,145.56,145.56,145.56,145.56
1951-09-21,146.37,146.37,146.37,146.37
1951-09-25,153.06,153.06,153.06,153.06
1951-09-26,152.7,152.7,152.7,152.7
1951-09-27,151.69,151.69,151.69,151.69
1951-09-28,153,153,153,153
1951-10-01,154.07,154.07,154.07,154.07
1951-10-02,154.7,154.7,154.7,154.7
1951-10-03,157.87,157.87,157.87,157.87
1951-10-04,161.12,161.12,161.12,161.12
1951-10-05,162.73,162.73,162.73,162.73
1951-10-08,157.27,157.27,157.27,157.27
1951-10-09,157.23,157.23,157.23,157.23
1951-10-10,159.89,159.89,159.89,159.89
1951-10-11,159.23,159.23,159.23,159.23
1951-10-12,159.25,159.25,159.25,159.25
1951-10-15,160.96,160.96,160.96,160.96
1951-10-16,161.04,161.04,161.04,161.04
